benchmark	first_line	total	correct	wrong_label	parse_fail	multiline	n_cells	pred	match_via
xnli	Hypothesis: The pronunciation list helped everyone.	1	0	0	1	0	1		none
xnli	Hypothesis: Typewriters require electric assistance to	1	0	0	1	0	1		none
xnli	Hypothesis: Typewriters required no electric components	1	0	0	1	0	1		none
xnli	Hypothesis: Gruyare makes the best cheese	1	0	0	1	0	1		none
xnli	Hypothesis: I cannot see that curious little beast	1	0	0	1	0	1		none
xnli	Hypothesis: I enjoy reading back magazine issues.	1	0	0	1	0	1		none
xnli	Hypothesis: I only read current issues.	1	0	0	1	0	1		none
xnli	Hypothesis: Some groups need to make up new	1	0	0	1	0	1		none
xnli	Hypothesis: The groups can't make up new words	1	0	0	1	0	1		none
xnli	Hypothesis: It is easy to add carvings	1	0	0	1	0	1		none
xnli	Hypothesis: It is easy to make a variation	1	0	0	1	0	1		none
xnli	Hypothesis: It is hard to make a variation	1	0	0	1	0	1		none
xnli	یہ نہیں کہ مغربی روایت میں نیکر ہونے کا	1	0	0	1	0	1		none
xnli	یہ نہیں کہ مغربی روایت میں نیک ہونے کا ایک	1	0	0	1	0	1		none
xnli	Hypothesis: No one answered the caller.	1	0	0	1	0	1		none
xnli	The caller was thankful.	1	0	0	1	0	1		none
xnli	Hypothesis: A slow and painful urine stream was	1	0	0	1	0	1		none
xnli	Via della Scrofa is a sculpture.	1	0	0	1	0	1		none
xnli	Via della Scrofa is named after a town	1	0	0	1	0	1		none
xnli	Via della Scrofa is named after another sculpture	1	0	0	1	0	1		none
xnli	Hypothesis: I keep speeches the same.	1	0	0	1	0	1		none
xnli	Hypothesis: I reedit speeches for my job	1	0	0	1	0	1		none
xnli	Hypothesis: I reedit speeches.	1	0	0	1	0	1		none
xnli	Hypothesis: Prisoners created them.	1	0	0	1	0	1		none
xnli	Hypothesis: It would be better if Davidson rh	1	0	0	1	0	1		none
xnli	海滩	1	0	0	1	0	1		none
xnli	当然	1	0	0	1	0	1		none
xnli	够自然	1	0	0	1	0	1		none
xnli	关系是：entailment.	1	1	0	0	0	1	entailment	english_substring
xnli	非交换交易-收益和损失	1	0	0	1	0	1		none
xnli	不是	1	0	0	1	0	1		none
xnli	重复	1	0	0	1	0	1		none
xnli	假设entails前提，因为它可以被推	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为假设中所有的	1	1	0	0	0	1	contradiction	native_substring
xnli	我们正在看电视。	1	0	0	1	0	1		none
xnli	哈利波特的书是我的最爱	1	0	0	1	0	1		none
xnli	假设与前提无关。	1	0	0	1	0	1		none
xnli	一致	1	0	0	1	0	1		none
xnli	是的，它很乖。	1	0	0	1	0	1		none
xnli	是的，噢，你有什么样的小狗	1	0	0	1	0	1		none
xnli	假设和前提是等同的。	1	0	0	1	0	1		none
xnli	听起来像是个可怕的经历。	1	0	0	1	0	1		none
xnli	前提和假设是两种不同的概念。前提	1	0	0	1	0	1		none
xnli	海滩很漂亮，海滩是我的	1	0	0	1	0	1		none
xnli	没有问题。	1	0	0	1	0	1		none
xnli	计算机科学和认知科学之间存在entail	1	0	0	1	0	1		none
xnli	假设entails前提，因为它直接从前提	1	0	0	1	0	1		none
xnli	我们会发生什么？	1	0	0	1	0	1		none
xnli	假设是前提的延伸，强调了位	1	0	0	1	0	1		none
xnli	胡德的RCA建筑是更有创意	1	0	0	1	0	1		none
xnli	枪支和其他形式的武器属于这一类	1	0	0	1	0	1		none
xnli	假设是前提的entailment，因为它	1	0	0	1	0	1		none
xnli	乐高世界可以构建机器工具来构建	1	0	0	1	0	1		none
xnli	假设entails前提，因为假设中提到pie	1	0	0	1	0	1		none
xnli	隐含。	1	0	0	1	0	1		none
xnli	父母如何辨别语言障碍和正常语言	1	0	0	1	0	1		none
xnli	假设是前提的肯定。	1	0	0	1	0	1		none
xnli	假设entails前提，因为假设表明前提是	1	0	0	1	0	1		none
xnli	这些露天市场也是北京最有趣的	1	0	0	1	0	1		none
xnli	假设entails前提，因为它暗示了前提	1	0	0	1	0	1		none
xnli	都拉史特拉朵民间舞蹈剧	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为假设的天气	1	1	0	0	0	1	contradiction	native_substring
xnli	假设与前提不矛盾，也没有被前提	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的延伸，强调了他们	1	0	0	1	0	1		none
xnli	假设是前提的entailment。ent	1	0	0	1	0	1		none
xnli	假设与前提不矛盾，因为假设是前提	1	1	0	0	0	1	contradiction	native_substring
xnli	假设entails前提，因为它包含在前提	1	0	0	1	0	1		none
xnli	假设是正确的，因为如果Milne和R	1	0	0	1	0	1		none
xnli	假设entails前提，因为如果证人不愿作	1	0	0	1	0	1		none
xnli	假设是entailment，因为它推测	1	0	0	1	0	1		none
xnli	假设entails前提，因为它不能被证明	1	0	0	1	0	1		none
xnli	假设是前提的延展，表明网络	1	0	0	1	0	1		none
xnli	假设entails前提，因为它支持或解释	1	0	0	1	0	1		none
xnli	这些官员试图将尽可能多的人从	1	0	0	1	0	1		none
xnli	假设是前提的直接结果，因为如果 FBI	1	0	0	1	0	1		none
xnli	假设entails前提，因为它与前提相	1	0	0	1	0	1		none
xnli	假设entails前提，因为它直接支持并	1	0	0	1	0	1		none
xnli	假设entails 前提，因为它可以从	1	0	0	1	0	1		none
xnli	支持	1	0	0	1	0	1		none
xnli	假设是前提的entailment，因为假设	1	0	0	1	0	1		none
xnli	假设与前提不矛盾。	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是entailment，因为如果前提成立	1	0	0	1	0	1		none
xnli	假设是前提的延伸，强调了我们	1	0	0	1	0	1		none
xnli	假设是前提的延伸和扩展。假设	1	0	0	1	0	1		none
xnli	假设entails前提，因为它基于前提的事实	1	0	0	1	0	1		none
xnli	假设是前提的自然延伸。假设是	1	0	0	1	0	1		none
xnli	平衡是重要的。	1	0	0	1	0	1		none
xnli	假设是entailment，因为它直接依赖	1	0	0	1	0	1		none
xnli	假设是entailment，因为它依赖于	1	0	0	1	0	1		none
xnli	这是因为皮大衣更保暖、更耐	1	0	0	1	0	1		none
xnli	排泄	1	0	0	1	0	1		none
xnli	前提和假设是两个不同的概念，但它们	1	0	0	1	0	1		none
xnli	社会学构成了答案的一个方面。	1	0	0	1	0	1		none
xnli	混合计划和小额支付计划是两种不同的	1	0	0	1	0	1		none
xnli	前提：让大学新生探索这两所	1	0	0	1	0	1		none
xnli	让大学新生探索这两所大学现状	1	0	0	1	0	1		none
xnli	终结理论和假设之间存在矛盾，因为	1	0	1	0	0	1	contradiction	native_substring
xnli	没有。	1	0	0	1	0	1		none
xnli	没有entailment、contradiction或中立	1	0	1	0	0	1	neutral	native_substring
xnli	这些报纸的名声不好。	1	0	0	1	0	1		none
xnli	前提和假设之间没有直接的关系。	1	0	0	1	0	1		none
xnli	红色。	1	0	0	1	0	1		none
xnli	假设是前提的延伸或解释。	1	0	0	1	0	1		none
xnli	没有entailment、contradiction或neutral	1	1	0	0	0	1	neutral	native_substring
xnli	卡普兰先生一代的大部分人已经	1	0	0	1	0	1		none
xnli	只有三篇文章。	1	0	0	1	0	1		none
xnli	陈词滥调是一种特定的表达方式。	1	0	0	1	0	1		none
xnli	陈词滥调是美味的食物。	1	0	0	1	0	1		none
xnli	好	1	0	0	1	0	1		none
xnli	解释	1	0	0	1	0	1		none
xnli	嗯，我有三个孩子。	1	0	0	1	0	1		none
xnli	故事的结局是：	1	0	0	1	0	1		none
xnli	好，假设我同意五天的等待时间	1	0	0	1	0	1		none
xnli	好吧，假设我们认为等待手枪	1	0	0	1	0	1		none
xnli	而你是少数派，	1	0	0	1	0	1		none
xnli	当你在逛街的时候，你在寻找的是	1	0	0	1	0	1		none
xnli	连	1	0	0	1	0	1		none
xnli	呃，嗯，嗯，嗯，	1	0	0	1	0	1		none
xnli	帕丘卡是年轻的Chicanas	1	0	0	1	0	1		none
xnli	然而，	1	0	0	1	0	1		none
xnli	然而	1	0	0	1	0	1		none
xnli	显性孟德尔基因，环境条件	1	0	0	1	0	1		none
xnli	而当然	1	0	0	1	0	1		none
xnli	当	1	0	0	1	0	1		none
xnli	照你的方法，美术宫都是原创的	1	0	0	1	0	1		none
xnli	限制	1	0	0	1	0	1		none
xnli	避免	1	0	0	1	0	1		none
xnli	有关盖茨报告的建议，参见	1	0	0	1	0	1		none
xnli	参见2	1	0	0	1	0	1		none
xnli	再次附上会员申请表和商务回复	1	0	0	1	0	1		none
xnli	因此	1	0	0	1	0	1		none
xnli	当然可以！	1	0	0	1	0	1		none
xnli	保留微波炉的货币成本为6	1	0	0	1	0	1		none
xnli	反诽谤联盟 (Anti-	1	0	0	1	0	1		none
xnli	好吧，	1	0	0	1	0	1		none
xnli	肯定	1	0	0	1	0	1		none
xnli	道路保洁员	1	0	0	1	0	1		none
xnli	许多人怎么会无所作为？	1	0	0	1	0	1		none
xnli	并且带着自豪感，	1	0	0	1	0	1		none
xnli	停止	1	0	0	1	0	1		none
xnli	交叉谈话取决于观众。	1	0	0	1	0	1		none
xnli	Hypothesis: 1900 میں پیدا ہوا۔	1	0	0	1	0	1		none
xnli	اگر ہم ہود کی آر سی اے عم	1	0	0	1	0	1		none
xnli	Balzac's house and Delacroix's studio	1	0	0	1	0	1		none
xnli	HIC نے ایک سروے بھیجا۔	1	0	0	1	0	1		none
xnli	Hypothesis: 没有记录帮助派发۔	1	0	0	1	0	1		none
xnli	Hypothesis: 6th month recorded fire alarm	1	0	0	1	0	1		none
xnli	یہ دونوں طیارے 2001 میں	1	0	0	1	0	1		none
xnli	KSM 2003 میں جیل میں رہا	1	0	0	1	0	1		none
xnli	2003 کے جولائی 1 اور	1	0	0	1	0	1		none
xnli	توازن کی تلاش میں؟ تو، توازن	1	0	0	1	0	1		none
xnli	فرضیہ: فیڈرل ڈاکٹر	1	0	0	1	0	1		none
xnli	فرضیہ: ہیریمن امریکہ کے	1	0	0	1	0	1		none
xnli	1. Premise: 保持整合主义	1	0	0	1	0	1		none
xnli	1. 1972 میں، فیلی	1	0	0	1	0	1		none
xnli	e 代表音素 /e/, 在这个	1	0	0	1	0	1		none
xnli	Premise: 一个不同的是, 其他小组	1	0	0	1	0	1		none
xnli	Hypothesis: 25美元的20	1	0	0	1	0	1		none
xnli	Entendí.	1	0	0	1	0	1		none
xnli	entrometiéndose	1	0	0	1	0	1		none
xnli	Limitan	1	0	0	1	0	1		none
xnli	假设是前提的否定或反驳。	1	0	0	1	0	1		none
xnli	1900.	1	0	0	1	0	1		none
xnli	假设推论了前提。	1	0	0	1	0	1		none
xnli	假设与前提不矛盾，也没有强加	1	1	0	0	0	1	contradiction	native_substring
xnli	Sí, tengo un cachorro de raza mixta	1	0	0	1	0	1		none
xnli	Bueno, dije que tenía hijos, ¿cu	1	0	0	1	0	1		none
xnli	假设是前提的实现。	1	0	0	1	0	1		none
xnli	假设是正确的，因为它表明两个建筑之间的	1	0	0	1	0	1		none
xnli	假设是中立的，因为它没有涉及	1	0	1	0	0	1	neutral	native_substring
xnli	只有一个答案。	1	0	0	1	0	1		none
xnli	假设是正确的，因为一个正常的语言发展过程	1	0	0	1	0	1		none
xnli	¡Ah! 意味着“是的”，这意味着	1	0	0	1	0	1		none
xnli	假设entails前提，因为它提供了前提中	1	0	0	1	0	1		none
xnli	假设是前提的矛盾，因为假设声称水	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的矛盾，因为假设中提	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的自然延伸，提出了一种	1	0	0	1	0	1		none
xnli	假设是错误的，因为 Whitehorse 不是一个	1	0	0	1	0	1		none
xnli	假设是矛盾的，因为它声称MIT在	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的等同关系。假设	1	0	0	1	0	1		none
xnli	假设: Centrelink no sabe cómo abordar el	1	0	0	1	0	1		none
xnli	假设是前提的矛盾。假设声称发展	1	1	0	0	0	1	contradiction	native_substring
xnli	假设与前提之间存在矛盾。假设提出	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是错误的，因为它假设了前提是	1	0	0	1	0	1		none
xnli	20 Contrariamente, el desahorro	1	0	0	1	0	1		none
xnli	假设是矛盾的，因为它否定了前提	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是entailment，因为它暗示着	1	0	0	1	0	1		none
xnli	假设是正确的，因为它表明在不同的地理	1	0	0	1	0	1		none
xnli	假设是前提的反面。假设认为	1	0	0	1	0	1		none
xnli	假设是entailment，因为它意味着Mih	1	0	0	1	0	1		none
xnli	假设entails 前提，因为它直接支持	1	0	0	1	0	1		none
xnli	假设entails 前提，因为假设提供了关于	1	0	0	1	0	1		none
xnli	假设entailment.	1	0	0	1	0	1		none
xnli	假设是正确的，因为如果 FBI 没有在	1	0	0	1	0	1		none
xnli	假设是前提的假设，因为它暗示了	1	0	0	1	0	1		none
xnli	假设entails前提，因为它直接支持前提	1	0	0	1	0	1		none
xnli	假设是前提的假设，因为假设是前提	1	0	0	1	0	1		none
xnli	假设是前提的假设，因为它假设前提	1	0	0	1	0	1		none
xnli	假设是前提的否定。假设表明前提	1	0	0	1	0	1		none
xnli	假设与前提不矛盾，也没有明确的	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的推论，因为假设是	1	0	0	1	0	1		none
xnli	假设是矛盾的，因为它与前提不	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的矛盾，因为假设中假设	1	1	0	0	0	1	contradiction	native_substring
xnli	假设是前提的矛盾，因为假设表明过去	1	0	1	0	0	1	contradiction	native_substring
xnli	假设entails 前提，因为它基于前提	1	0	0	1	0	1		none
xnli	假设和前提是等价的，因为假设	1	0	0	1	0	1		none
xnli	假设是前提的推论，因为它基于	1	0	0	1	0	1		none
xnli	假设是中立的，因为它没有与	1	0	1	0	0	1	neutral	native_substring
xnli	没有答案。	1	0	0	1	0	1		none
xnli	假设是肯定的，因为它与前提相	1	0	0	1	0	1		none
xnli	假设是前提的假设，因为它延伸了	1	0	0	1	0	1		none
xnli	假设是中立的，因为它描述了一个	1	0	1	0	0	1	neutral	native_substring
xnli	假设是关于彗星的。	1	0	0	1	0	1		none
xnli	Ninguno de estos tiene mucho atractivo actual,	1	0	0	1	0	1		none
xnli	比较前提和假设：	1	0	0	1	1	1		none
xnli	一个人的行为是他们自己的选择和决定	1	0	0	1	0	1		none
xnli	没有答案，因为这是一个开放式的问题，没有	1	0	0	1	0	1		none
xnli	Ninguna otra profesión tiene una tradición de autodes	1	0	0	1	0	1		none
xnli	假设是正确的，因为它暗示着前提是	1	0	0	1	0	1		none
xnli	假设是正确的，因为假设 Missouri no era un	1	0	0	1	0	1		none
xnli	假设是正确的，因为它表明 Missouri no es	1	0	0	1	0	1		none
xnli	假设是前提的替代或补充。假设	1	0	0	1	0	1		none
xnli	Apuesto.	1	0	0	1	0	1		none
xnli	Implicación.	1	1	0	0	0	1	entailment	native_substring
xnli	Libertad.	1	0	0	1	0	1		none
xnli	Libertad	1	0	0	1	0	1		none
xnli	Coincidente	1	0	0	1	0	1		none
xnli	Contratación	1	0	0	1	0	1		none
xnli	Sociología.	1	0	0	1	0	1		none
xnli	Hypothesis: Me retiré en 2020	1	0	0	1	0	1		none
xnli	Hypothesis:	1	0	0	1	0	1		none
xnli	Hypothesis: وہ تین مختلف زیرน้ำ� جہاز	1	0	0	1	0	1		none
xnli	Hypothesis: وہ تین چیزوں پر بات کر رہے	1	0	0	1	0	1		none
xnli	Hypothesis: El Jefe está retirado de la	1	0	0	1	0	1		none
xnli	Hypothesis: Lo calcularé basándome en	1	0	0	1	0	1		none
xnli	Hypothesis: Ella no pesaba mucho.	1	0	0	1	0	1		none
xnli	Hypothesis: Ella estaba muy feliz.	1	0	0	1	0	1		none
xnli	Hypothesis: Kennedy le dijo a nuestras tropas que	1	0	0	1	0	1		none
xnli	Hypothesis: No pararon ningún barco porque no	1	0	0	1	0	1		none
xnli	Hypothesis: Encontraron 20 mis	1	0	0	1	0	1		none
xnli	Hypothesis: Mis abuelos eran una pareja	1	0	0	1	0	1		none
xnli	Hypothesis: Nuestros trajes eran los mismos	1	0	0	1	0	1		none
xnli	Hypothesis: No tuvimos formación con nadie.	1	0	0	1	0	1		none
xnli	Hypothesis: Entrenamos durante 5 semanas	1	0	0	1	0	1		none
xnli	Hypothesis: Entrenamos con otros muchos soldados	1	0	0	1	0	1		none
xnli	Hypothesis: No he leído ningún libro que	1	0	0	1	0	1		none
xnli	Hypothesis: No he leído muchos libros.	1	0	0	1	0	1		none
xnli	Hypothesis: Leo libros todos los días.	1	0	0	1	0	1		none
xnli	Hypothesis: Llevé la bolsa a donde	1	0	0	1	0	1		none
xnli	یہ پہلی بار تھا کہ، 75	1	0	0	1	0	1		none
xnli	Hypothesis: Embajadores TX.	1	0	0	1	0	1		none
xnli	Hypothesis: Nació antes de 1900	1	0	0	1	0	1		none
xnli	Hypothesis: Nació en diciembre de 1	1	0	0	1	0	1		none
xnli	Hypothesis: Nació en mil ochocientos	1	0	0	1	0	1		none
xnli	Entendí el punto.	1	0	0	1	0	1		none
xnli	Hypothesis: No sé para qué se supone que	1	0	0	1	0	1		none
xnli	Hypothesis: Fui a la capital de la	1	0	0	1	0	1		none
xnli	Hypothesis: Papá me sirvió un vaso	1	0	0	1	0	1		none
xnli	Hypothesis: La propiedad y el equipo fueron compr	1	0	0	1	0	1		none
xnli	Hypothesis: Nació el 1 de enero	1	0	0	1	0	1		none
xnli	Hypothesis: Ella nació a principios del siglo	1	0	0	1	0	1		none
xnli	Hypothesis: Ella no nació hasta 1	1	0	0	1	0	1		none
xnli	تو، تو، لیکن، تو، تو،	1	0	0	1	0	1		none
xnli	Hypothesis: La Fuerza Aérea compró	1	0	0	1	0	1		none
xnli	Hypothesis: Las fuerzas aéreas compraron av	1	0	0	1	0	1		none
xnli	Hypothesis: Su hermana está casada con un	1	0	0	1	0	1		none
xnli	Hypothesis: Su hermana está casada.	1	0	0	1	0	1		none
xnli	Hypothesis: Su hermana está soltera.	1	0	0	1	0	1		none
xnli	Hypothesis: Tenían veinte familiares que vivían	1	0	0	1	0	1		none
xnli	Hypothesis: Vivían en Atlanta.	1	0	0	1	0	1		none
xnli	Hypothesis: Ellos inventaron un nuevo regul	1	0	0	1	0	1		none
xnli	Hypothesis: Nunca fui a Las Vegas.	1	0	0	1	0	1		none
xnli	اس کے پاس ایک فائل ہے جس میں مختلف	1	0	0	1	0	1		none
xnli	Hypothesis: Ellos no tienen ningún archivo.	1	0	0	1	0	1		none
xnli	Hypothesis: Guardan todos los archivos.	1	0	0	1	0	1		none
xnli	Hypothesis: Guardan los archivos médicos y legales	1	0	0	1	0	1		none
xnli	Hypothesis: Ella me dio dos versiones.	1	0	0	1	0	1		none
xnli	Hypothesis: Augusta tiene 1000 personas.	1	0	0	1	0	1		none
xnli	Hypothesis: Augusta no es una gran ciudad.	1	0	0	1	0	1		none
xnli	Hypothesis: Desplegamos nuestras fuerzas en	1	0	0	1	0	1		none
xnli	Hypothesis: Nunca terminamos desplegando a nadie	1	0	0	1	0	1		none
xnli	Hypothesis: Han estado de gira desde antes de	1	0	0	1	0	1		none
xnli	Hypothesis: Has dicho que tienes hijos, ¿	1	0	0	1	0	1		none
xnli	Hypothesis: ¿Visitó algún museo europeo?	1	0	0	1	0	1		none
xnli	Hypothesis: A mi esposo le gusta mi	1	0	0	1	0	1		none
xnli	Hypothesis: ¿Qué piensa tu hermana de	1	0	0	1	0	1		none
xnli	Hypothesis: Eso tiene sentido que el estado lo	1	0	0	1	0	1		none
xnli	ہم نے کوئی تعطیل نہیں حاصل کی ہے۔	1	0	0	1	0	1		none
xnli	ہم سب کو تمام تعطیلات پر پورا مال	1	0	0	1	0	1		none
xnli	ہم کچھ تعطیلات سال کے دوران حاصل کرتے	1	0	0	1	0	1		none
xnli	Hypothesis: Ella siente que puede gastar todo lo	1	0	0	1	0	1		none
xnli	Hypothesis: Ella feels that she can spend more	1	0	0	1	0	1		none
xnli	Ahorra cada centavo que tiene.	1	0	0	1	0	1		none
xnli	Hypothesis: My boyfriend listens to music.	1	0	0	1	0	1		none
xnli	Hypothesis: Se pueden usar otras dimensiones para construir	1	0	0	1	0	1		none
xnli	Hypothesis: Los espacios Calabi-Yau son	1	0	0	1	0	1		none
xnli	Hypothesis: Los espacios de Calabi-Yau	1	0	0	1	0	1		none
xnli	Hypothesis: Los trímeros y los fotones	1	0	0	1	0	1		none
xnli	Sonja is a girl.	1	0	0	1	0	1		none
xnli	اس کے ساتھ، ہم یہ کہہ سکتے ہیں کہ	1	0	0	1	0	1		none
xnli	کچھ لوگ جو قانون میں کوانٹم عدم	1	0	0	1	0	1		none
xnli	Hypothesis: No hay interacción.	1	0	0	1	0	1		none
xnli	interaction	1	0	0	1	0	1		none
xnli	Hypothesis: Las partículas ya se habían incorporado.	1	0	0	1	0	1		none
xnli	Hypothesis: Hay tres fuerzas no gravitatorias.	1	0	0	1	0	1		none
xnli	Hypothesis: The Fourteenth Amendment was promulgated	1	0	0	1	0	1		none
xnli	Hypothesis: Los agentes ganaron 80	1	0	0	1	0	1		none
xnli	Hypothesis: El plan es importante.	1	0	0	1	0	1		none
xnli	Hypothesis: El plan no es importante	1	0	0	1	1	1		none
xnli	Hypothesis: Juan Osito is his son.	1	0	0	1	0	1		none
xnli	Hypothesis: The dimensionality of biosferas	1	0	0	1	0	1		none
xnli	Hypothesis: Hay más de un millón de proteínas	1	0	0	1	0	1		none
xnli	Hypothesis: We are still discovering the different forms	1	0	0	1	0	1		none
xnli	Hypothesis: Ella escribió Mexican Village.	1	0	0	1	0	1		none
xnli	کچھ ماں باپ اور کوچز جو تنق	1	0	0	1	0	1		none
xnli	Premise: La influencia de H. H.	1	0	0	1	0	1		none
xnli	Hypothesis: Mies Van der Rohe no	1	0	0	1	0	1		none
xnli	Hypothesis: The probability is involved in the calculations	1	0	0	1	0	1		none
xnli	Hypothesis: Las funciones se dividirán entre varios	1	0	0	1	0	1		none
xnli	Hypothesis: Bios Group contribuye a su producción.	1	0	0	1	0	1		none
xnli	H. H. Richardson y su protegido Charles F	1	0	0	1	0	1		none
xnli	H. H. Richardson y Charles Follen Mc	1	0	0	1	0	1		none
xnli	H. H. Richardson, Charles Follen Mc	1	0	0	1	0	1		none
xnli	Hypothesis: Los gráficos muestran el marco adecuado.	1	0	0	1	0	1		none
xnli	Hypothesis: Some molecular species form as a cloud	1	0	0	1	0	1		none
xnli	Hypothesis: Un vidrio de espín es un	1	0	0	1	0	1		none
xnli	Hypothesis: Un cristal giratorio es un imán	1	0	0	1	0	1		none
xnli	Hypothesis: El estudio general de los seres vivos	1	0	0	1	0	1		none
xnli	Hypothesis: Homínidos han evolucionado en	1	0	0	1	0	1		none
xnli	اسپیشولیشن: اس بوت کو	1	0	0	1	0	1		none
xnli	Premise: ¡Ah! Hypothesis: Al	1	0	0	1	0	1		none
xnli	Hypothesis: No tuve el valor de det	1	0	0	1	0	1		none
xnli	Hypothesis: Cabalgué hacia el Ob	1	0	0	1	0	1		none
xnli	تو، تو صرف آج اس مٹھی میں	1	0	0	1	0	1		none
xnli	Entendió muy claramente la amenaza que tenía frente	1	0	0	1	0	1		none
xnli	Hypothesis: Ella estaba sin aliento y por	1	0	0	1	0	1		none
xnli	Hypothesis: وہ بلند آواز میں بول رہا	1	0	0	1	0	1		none
xnli	Entendió la situación completa y muy claramente.	1	0	0	1	0	1		none
xnli	Hypothesis: Lord Julian was very interested in the	1	0	0	1	0	1		none
xnli	Hypothesis: Peter is odiado por el	1	0	0	1	0	1		none
xnli	Hypothesis: El oficial sonrió.	1	0	0	1	0	1		none
xnli	Hypothesis: Ogle was very in love with	1	0	0	1	0	1		none
xnli	Hypothesis: Lord Julian had mounted his companion.	1	0	0	1	0	1		none
xnli	Hypothesis: Rescaté a la señor	1	0	0	1	0	1		none
xnli	Es cierto.	1	0	0	1	0	1		none
xnli	Hypothesis: Blood se metió en una ba	1	0	0	1	0	1		none
xnli	Hypothesis: La sangre se metió en un	1	0	0	1	0	1		none
xnli	Hypothesis: Puedes ver osos polares en	1	0	0	1	0	1		none
xnli	New Brunswick se convirtió en una provincia debido a la	1	0	0	1	0	1		none
xnli	New Brunswick was a province in 1784.	1	0	0	1	0	1		none
xnli	Hypothesis: El agua y la playa pueden estar	1	0	0	1	0	1		none
xnli	Hypothesis: Solo veinticinco personas visitar	1	0	0	1	0	1		none
xnli	Hypothesis: Kublai Khan tiene tesoros en Beijing	1	0	0	1	0	1		none
xnli	Hypothesis: La costa de Na Pali es	1	0	0	1	0	1		none
xnli	Hypothesis: Está enterrado a más de	1	0	0	1	0	1		none
xnli	Hypothesis: Sus panteones están hechos de	1	0	0	1	0	1		none
xnli	Hypothesis: Ve temperaturas más altas durante el día	1	0	0	1	0	1		none
xnli	Hypothesis: No verás fotografías.	1	0	0	1	0	1		none
xnli	Hypothesis: Verás fotografías.	1	0	0	1	0	1		none
xnli	Hypothesis: La Iglesia tenía un proyecto de renovación	1	0	0	1	0	1		none
xnli	Hypothesis: El lago se encuentra cerca de la	1	0	0	1	0	1		none
xnli	Hypothesis: La colección tiene algunas piezas de arte	1	0	0	1	0	1		none
xnli	Hypothesis: La colección de arte europeo y pu	1	0	0	1	0	1		none
xnli	Hypothesis: Por lo general, son 7	1	0	0	1	0	1		none
xnli	Hypothesis: Temperatures are warm during the summer	1	0	0	1	0	1		none
xnli	Hypothesis: La casa de Balza y el	1	0	0	1	0	1		none
xnli	Hypothesis: Otto Frank se escondió por mas	1	0	0	1	0	1		none
xnli	Hypothesis: No hay una nueva exhibición de	1	0	0	1	0	1		none
xnli	Hypothesis: Nunca pasa de nuevo.	1	0	0	1	0	1		none
xnli	Hypothesis: No visite pueblos.	1	0	0	1	0	1		none
xnli	Hypothesis: Visita todos los pueblos	1	0	0	1	0	1		none
xnli	Hypothesis: Visita algunos pueblos.	1	0	0	1	0	1		none
xnli	Whitehorse was the capital of the territory.	1	0	0	1	0	1		none
xnli	Cala Mondrage is not developed.	1	0	0	1	0	1		none
xnli	Hypothesis: La estatua del fundador de	1	0	0	1	0	1		none
xnli	Hypothesis: La estatua fue construida en	1	0	0	1	0	1		none
xnli	Hypothesis: El camino va de Payangan a	1	0	0	1	0	1		none
xnli	Hypothesis: La carretera está a 15	1	0	0	1	0	1		none
xnli	Hypothesis: La carretera nunca llega a Batur	1	0	0	1	0	1		none
xnli	Hypothesis: Kodaly kerend está decorado	1	0	0	1	0	1		none
xnli	Hypothesis: Kodaly Kerend (la media	1	0	0	1	0	1		none
xnli	Hypothesis: El Rejan tiene más de	1	0	0	1	0	1		none
xnli	Hypothesis: Hay 29 vías fluv	1	0	0	1	0	1		none
xnli	Hypothesis: The telephone line is open 24	1	0	0	1	0	1		none
xnli	پیش فرض: ایک پلیٹ فارم پر ک	1	0	0	1	0	1		none
xnli	Hypothesis: Los pasos van hasta el punto más	1	0	0	1	0	1		none
xnli	Hypothesis: 90 escalones.	1	0	0	1	0	1		none
xnli	Hypothesis: Solo hay 3 pasos.	1	0	0	1	0	1		none
xnli	Hypothesis: Se vende ropa barata en Laleli	1	0	0	1	0	1		none
xnli	Hypothesis: Las pistas de patinaje sobre	1	0	0	1	0	1		none
xnli	Hypothesis: No hay ningún lugar para patinar	1	0	0	1	0	1		none
xnli	Hypothesis: You can skate indoors at a few	1	0	0	1	0	1		none
xnli	فرضی: تہران کی تاریخی عمارت	1	0	0	1	0	1		none
xnli	Hypothesis: El crucero dura dos horas.	1	0	0	1	0	1		none
xnli	Hypothesis: El Palacio de Bellas Artes	1	0	0	1	0	1		none
xnli	Hypothesis: El museo tiene 100	1	0	0	1	0	1		none
xnli	Hypothesis: El museo cuenta con coches antiguos.	1	0	0	1	0	1		none
xnli	Hypothesis: La colección de Madrid contiene 5	1	0	0	1	0	1		none
